customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,date,activity,Churn
6379-RXJRQ,Male,0,Yes,No,10.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,2022-02-01 00:00:00,inactive,Yes
2378-HTWFW,Male,1,No,No,35.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,3180.5,2022-02-01 00:00:00,active,No
8650-RHRKE,Male,0,No,No,4.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,2022-02-01 00:00:00,inactive,Yes
4377-VDHYI,Male,0,Yes,Yes,32.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,3023.85,2022-02-01 00:00:00,active,No
0475-RIJEP,Male,0,No,No,43.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,3365.85,2022-04-06 18:13:21,inactive,Yes
1260-TTRXI,Male,0,No,No,4.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,195.3,2022-02-01 00:00:00,inactive,Yes
3719-TDVQB,Female,1,Yes,No,54.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,1031.1,2022-02-01 00:00:00,active,No
6328-ZPBGN,Female,1,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,2022-02-01 00:00:00,inactive,Yes
0201-MIBOL,Female,1,No,No,66.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,2022-02-01 00:00:00,active,No
4937-QPZPO,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,2022-02-01 00:00:00,active,No
2925-VDZHY,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,2022-02-01 00:00:00,active,No
6981-TDRFT,Male,0,Yes,Yes,44.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,2022-02-01 00:00:00,inactive,No
3413-CSSTH,Male,0,No,No,41.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,2022-02-01 00:00:00,active,No
8033-VCZGH,Male,0,Yes,No,50.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,2022-02-01 00:00:00,active,No
4789-KWMXN,Male,0,Yes,No,47.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,2022-02-01 00:00:00,inactive,Yes
0224-NIJLP,Male,0,Yes,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,2022-02-01 00:00:00,active,No
7542-CYDDM,Male,0,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,2022-04-17 06:01:56,active,No
4718-WXBGI,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,2022-02-01 00:00:00,active,No
2867-UIMSS,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,2022-02-01 00:00:00,inactive,Yes
8495-PRWFH,Female,1,No,No,42.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,2022-04-18 12:59:06,inactive,No
0439-IFYUN,Female,1,No,No,18.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,2022-02-01 00:00:00,active,No
5716-LIBJC,Female,0,No,Yes,13.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,2022-02-01 00:00:00,active,No
2868-LLSKM,Female,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4,2022-02-01 00:00:00,inactive,No
8111-RKSPX,Male,0,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,2022-02-01 00:00:00,inactive,Yes
2988-QRAJY,Male,0,No,No,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05,7430.75,2022-02-01 00:00:00,active,No
1585-MQSSU,Male,0,No,No,17.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900.5,2022-02-01 00:00:00,inactive,Yes
0071-NDAFP,Male,0,Yes,Yes,25.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,630.6,2022-02-01 00:00:00,active,No
2856-NNASM,Male,1,No,No,43.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,2022-02-01 00:00:00,inactive,Yes
7328-ZJAJO,Female,0,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1222.65,2022-02-01 00:00:00,active,No
6458-CYIDZ,Female,1,No,No,5.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,2022-02-01 00:00:00,active,No
8559-CIZFV,Male,0,Yes,Yes,21.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625,2022-02-01 00:00:00,inactive,Yes
1090-PYKCI,Female,0,Yes,Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,2022-02-01 00:00:00,active,No
3058-WQDRE,Male,0,No,No,13.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,2022-02-01 00:00:00,active,No
7547-EKNFS,Male,0,Yes,No,42.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,2022-02-01 00:00:00,inactive,Yes
2279-AXJJK,Male,0,Yes,No,52.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,2022-02-01 00:00:00,active,No
6769-DYBQN,Male,1,No,No,,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,2022-02-01 00:00:00,inactive,Yes
0909-SELIE,Male,0,Yes,No,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,2022-02-01 00:00:00,active,No
3417-TSCIC,Male,0,No,No,29.0,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,2022-02-01 00:00:00,inactive,No
1042-HFUCW,Female,0,No,Yes,25.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,2022-02-01 00:00:00,active,No
4439-JMPMT,Female,0,Yes,Yes,5.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95,2022-02-01 00:00:00,inactive,Yes
6537-OTKMY,Male,0,No,No,15.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,2022-02-01 00:00:00,active,No
8999-EXMNO,Female,0,Yes,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,2022-02-01 00:00:00,active,No
6725-TPKJO,Male,0,No,No,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,845.25,2022-04-11 23:20:32,active,No
2446-BEGGB,Female,1,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,2022-02-01 00:00:00,inactive,Yes
7162-WPHPM,Male,0,Yes,Yes,58.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,2022-02-01 00:00:00,active,No
1599-MMYRQ,Male,0,Yes,Yes,,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,2022-02-01 00:00:00,active,No
8821-KVZKQ,Female,0,Yes,Yes,70.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,2022-02-01 00:00:00,active,No
1496-GGSUK,Female,1,No,No,,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,2022-02-01 00:00:00,inactive,Yes
6434-TTGJP,Male,0,Yes,Yes,10.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521,2022-02-01 00:00:00,active,No
0042-JVWOJ,Male,0,No,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,471.85,2022-04-24 23:39:11,active,No
0130-SXOUN,Male,0,No,No,66.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9,2022-02-01 00:00:00,inactive,No
2575-GFSOE,Female,0,Yes,Yes,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,506.9,2022-02-01 00:00:00,inactive,Yes
2330-PQGDQ,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,2022-02-01 00:00:00,inactive,No
1452-UZOSF,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,7548.6,2022-02-01 00:00:00,active,No
2097-YVPKN,Male,0,No,No,65.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1654.75,2022-02-01 00:00:00,active,No
2842-JTCCU,Male,0,No,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,2022-02-01 00:00:00,inactive,Yes
8597-CTXVJ,Male,0,No,Yes,70.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,2022-02-01 00:00:00,active,No
6631-HMANX,Male,0,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,2022-02-01 00:00:00,active,No
9962-BFPDU,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,2022-02-01 00:00:00,active,No
3296-SILRA,Female,1,Yes,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,2022-04-23 14:44:49,inactive,Yes
9681-OXGVC,Female,0,No,No,5.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514,2022-04-08 00:36:43,inactive,Yes
6394-HHHZM,Male,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,57.5,2022-02-01 00:00:00,active,No
5995-LFTLE,Male,0,No,No,58.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1474.35,2022-04-22 18:16:51,active,No
5180-UCIIQ,Male,1,Yes,Yes,22.0,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,2022-02-01 00:00:00,inactive,Yes
1932-UEDCX,Male,1,Yes,No,33.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,2022-02-01 00:00:00,active,No
7153-OANIO,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,2022-02-01 00:00:00,inactive,Yes
5188-HGMLP,Male,1,Yes,No,54.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,2022-02-01 00:00:00,active,No
0665-XHDJU,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,2022-02-01 00:00:00,active,No
6521-YYTYI,Male,0,No,Yes,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,2022-02-01 00:00:00,inactive,Yes
8878-HMWBV,Male,0,No,No,3.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,169.05,2022-02-01 00:00:00,inactive,Yes
8265-HKSOW,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,2022-02-01 00:00:00,active,No
3544-FBCAS,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,5959.3,2022-02-01 00:00:00,active,No
5331-RGMTT,Male,1,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,2022-02-01 00:00:00,active,No
4759-PXTAN,Female,0,Yes,No,59.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,2022-02-01 00:00:00,active,No
7054-DMVAS,Male,0,No,No,54.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,2022-02-01 00:00:00,active,No
3428-MMGUB,Male,0,No,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.55,5231.2,2022-02-01 00:00:00,active,No
6549-BTYPG,Female,0,Yes,No,60.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,3603.45,2022-02-01 00:00:00,inactive,No
7823-JSOAG,Male,0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,2022-02-01 00:00:00,active,No
3705-RHRFR,Female,0,Yes,No,,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,6875.35,2022-04-27 05:15:24,active,No
9374-YOLBJ,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,2022-02-01 00:00:00,active,No
9074-KGVOX,Male,0,Yes,Yes,50.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,2022-02-01 00:00:00,active,No
6128-DAFVY,Female,0,No,No,56.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,2022-02-01 00:00:00,active,No
9933-QRGTX,Female,0,Yes,No,60.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,5611.75,2022-02-01 00:00:00,active,No
4476-OSWTN,Male,1,Yes,No,69.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,2022-02-01 00:00:00,active,No
3751-KTZEL,Female,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,35.05,2022-02-01 00:00:00,inactive,Yes
1977-STDKI,Female,1,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73,2022-02-01 00:00:00,inactive,Yes
5066-GFJMM,Female,0,Yes,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,45.75,2022-02-01 00:00:00,active,No
2661-GKBTK,Male,0,Yes,Yes,60.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,2022-02-01 00:00:00,inactive,No
0458-HEUZG,Female,0,No,No,13.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,450.4,2022-02-01 00:00:00,active,No
7268-WNTCP,Male,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,1297.35,2022-02-01 00:00:00,active,No
0824-VWDPO,Female,0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.75,4442.75,2022-02-01 00:00:00,inactive,No
8409-WQJUX,Female,0,No,No,25.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,2022-02-01 00:00:00,inactive,No
2578-JQPHZ,Male,0,No,No,,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,2022-02-01 00:00:00,active,No
3278-FSIXX,Female,0,No,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25,74.2,2022-02-01 00:00:00,active,No
5813-UECBU,Male,1,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,2022-02-01 00:00:00,inactive,Yes
0328-GRPMV,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,2022-02-01 00:00:00,inactive,Yes
9746-UGFAC,Female,0,No,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,450.65,2022-02-01 00:00:00,active,No
2946-KIQSP,Female,0,No,No,35.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.45,1175.85,2022-02-01 00:00:00,inactive,No
0625-AFOHS,Female,0,Yes,Yes,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,2022-04-18 06:52:36,active,No
6726-WEXXK,Male,1,Yes,No,27.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.9,2220.1,2022-02-01 00:00:00,active,No
4636-OLWOE,Male,0,No,Yes,54.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.0,3283.05,2022-02-01 00:00:00,active,No
4342-HENTK,Female,1,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,2022-02-01 00:00:00,inactive,Yes
4685-ERGHK,Male,0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,4939.25,2022-02-01 00:00:00,inactive,No
0885-HMGPY,Male,0,No,No,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.4,4237.5,2022-02-01 00:00:00,active,No
5003-OKNNK,Female,0,Yes,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,335.95,2022-02-01 00:00:00,active,No
4195-SMMNX,Male,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,33.2,2022-02-01 00:00:00,inactive,Yes
7208-PSIHR,Female,0,Yes,No,70.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,2022-02-01 00:00:00,active,No
4012-ZTHBR,Female,0,Yes,Yes,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.95,926.25,2022-02-01 00:00:00,active,No
0489-WMEMG,Female,0,No,Yes,23.0,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,2022-02-01 00:00:00,active,No
7435-ZNUYY,Male,0,No,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,116.6,2022-02-01 00:00:00,active,No
1354-YZFNB,Male,0,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,68.8,2022-02-01 00:00:00,inactive,No
6956-SMUCM,Female,0,No,No,3.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,2022-02-01 00:00:00,inactive,Yes
2985-FMWYF,Female,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,2022-02-01 00:00:00,active,No
2812-ENYMO,Male,0,No,No,26.0,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85,2022-02-01 00:00:00,inactive,No
2717-HVIZY,Female,0,No,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,163.6,2022-02-01 00:00:00,active,No
3223-WZWJM,Male,0,No,No,26.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,2022-02-01 00:00:00,inactive,Yes
3422-GALYP,Male,0,No,No,,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,145.15,2022-02-01 00:00:00,inactive,No
9053-JZFKV,Male,0,No,No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,2022-02-01 00:00:00,inactive,Yes
2530-ENDWQ,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,2022-02-01 00:00:00,inactive,Yes
2890-WFBHU,Female,0,No,No,59.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,4786.1,2022-02-01 00:00:00,active,No
0327-WFZSY,Male,0,Yes,Yes,39.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,2022-02-01 00:00:00,active,No
7977-HXJKU,Male,0,No,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,397,2022-02-01 00:00:00,inactive,No
6615-ZGEDR,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,2022-04-15 13:38:03,inactive,Yes
7033-CLAMM,Female,0,Yes,Yes,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1027.25,2022-02-01 00:00:00,active,No
4023-RTIQM,Female,1,Yes,No,,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.4,1580.1,2022-02-01 00:00:00,active,No
0864-FVJNJ,Female,0,Yes,Yes,64.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,2022-02-01 00:00:00,active,No
7356-IWLFW,Male,0,Yes,Yes,46.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,2022-02-01 00:00:00,active,No
9541-PWTWO,Female,0,No,No,52.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,2022-02-01 00:00:00,active,No
3967-VQOGC,Female,0,Yes,Yes,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.9,1680.25,2022-02-01 00:00:00,active,No
7872-RDDLZ,Female,1,No,No,67.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,2022-02-01 00:00:00,active,No
9250-WYPLL,Female,0,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,2022-02-01 00:00:00,inactive,Yes
6308-CQRBU,Female,0,Yes,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,2022-02-01 00:00:00,inactive,No
2754-XBHTB,Female,0,No,No,,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,2022-02-01 00:00:00,inactive,Yes
1597-LHYNC,Female,1,No,No,26.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,2022-02-01 00:00:00,inactive,Yes
0186-CAERR,Male,0,No,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,2022-02-01 00:00:00,active,No
3043-SUDUA,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,601.55,2022-02-01 00:00:00,active,No
5442-BHQNG,Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,2022-02-01 00:00:00,active,No
2169-RRLFW,Female,0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1888.25,2022-02-01 00:00:00,active,No
5872-OEQNH,Female,0,No,No,60.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,2022-02-01 00:00:00,active,No
3162-KKZXO,Female,1,No,No,55.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,5409.75,2022-02-01 00:00:00,active,No
7055-VKGDA,Male,0,No,No,54.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,2022-04-21 04:52:55,inactive,Yes
